Attitude,Play Record,Publish Date,Free_get,Refunded,Content,Helpful,Funny,Award Count,Poster Link,Nickname,Product Count,Reply Count,Language
1,7.4 hrs on record,October 6,0,0,"[""\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tThis game is so satisfying and am made me lose so many hours. I've played for almost 6 hours and I'm already restarting. The game itself is nice to play when your stressed or anxious. Download it.\t\t\t""]",0,0,0,https://steamcommunity.com/profiles/76561199724418808/,jade.driskill62,,0,ENGLISH
1,18.0 hrs on record,October 6,0,0,['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\trelaxing\t\t\t'],0,0,0,https://steamcommunity.com/profiles/76561199650915315/,sassycat,,0,ENGLISH
1,6.9 hrs on record,October 6,0,0,['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\ti like this gzme\t\t\t'],0,0,0,https://steamcommunity.com/profiles/76561199133548306/,dilfrepellent,,0,ENGLISH
1,3.4 hrs on record,October 5,0,0,['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tSuch a relaxing game. Great way to spend a quiet afternoon.\t\t\t'],0,0,0,https://steamcommunity.com/profiles/76561199003419153/,EpicExcelGuru,,0,ENGLISH
1,1.2 hrs on record,October 4,0,0,"['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\twow, good game *0*\t\t\t']",0,0,1,https://steamcommunity.com/profiles/76561198345227793/,Hisoka,,0,ENGLISH
1,7.3 hrs on record,October 4,0,0,['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tthis game helped me more than a therapist ever did\t\t\t'],0,0,0,https://steamcommunity.com/id/kyaerith/,aerith,25,0,ENGLISH
1,12.9 hrs on record,October 3,0,0,"['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tThe graphics are very clean and smooth, and it\'s fun to follow the ""character\'s"" life and see them growing! ', 'Plus, the game is relaxing, and you can play it anywhere! I usually play it during by Programming classes ahah\t\t\t']",0,0,0,https://steamcommunity.com/profiles/76561199121263137/,mariialmeiida,,0,ENGLISH
1,9.7 hrs on record,October 5,0,0,"['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tI was right. This game did make me cry some. As someone who has moved more times than I can count this hit home in many ways. The four years of moving between two states did something to me but this game brought a cathartic view to my past. The bitter sweet feeling of moving. Packing up your room can suck so much, but unpacking can be fun and help you move on.\t\t\t']",0,0,0,https://steamcommunity.com/id/Majokari/,Majokari,,0,ENGLISH
1,13.8 hrs on record,October 5,0,0,"['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tWhen you just want to sort little trinkets on a shelf, or color-sort books on a bookshelf, or experience the slow realization that an entire life is being lived through small snapshots over the years and find yourself rooting for a protagonist you only see silhouettes of in photos, than this game is amazing for you.\t\t\t']",0,0,0,https://steamcommunity.com/id/daisyedearie/,daisydearie,,0,ENGLISH
1,5.3 hrs on record,October 4,0,0,"[""\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tReally relaxing and simple game with a lovely storytelling that doesn't need any words! Althought it is very short and I completed the game after 5h... I really wish a DLC or an update would be coming in this game but I personally didn't see any infos on that :("", 'Still a very fun game! Absolutely recommend\t\t\t']",0,0,0,https://steamcommunity.com/profiles/76561198157465288/,Malyxia,,0,ENGLISH
1,4.0 hrs on record,September 10,0,0,['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\ti love women\t\t\t'],7,1,0,https://steamcommunity.com/profiles/76561199444107057/,Ashoe,,1,ENGLISH
1,7.3 hrs on record,September 27,0,0,"['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\ti am currently going through a pretty rough depressive episode, and playing unpacking has made me feel like being hugged by a best friend, or stepping into a warm bath - so cozy and lovely overall <3\t\t\t']",3,0,0,https://steamcommunity.com/id/hydrancheas/,Hydrancheas,,0,ENGLISH
0,5.9 hrs on record,September 13,0,0,"[""\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tCan be relaxing but it starts to get annoying trying to figure out where the game wants you to put that last couple of items, honestly so much so that i just don't even want to bother finishing it.\t\t\t""]",4,2,0,https://steamcommunity.com/profiles/76561198133279111/,Sekkune,,0,ENGLISH
1,6.4 hrs on record,October 6,0,0,['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tAnd they were roomates\t\t\t'],2,0,0,https://steamcommunity.com/id/solareclipse26/,SolarEclipse26,,0,ENGLISH
1,4.9 hrs on record,October 8,0,0,['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tCute lil sorting game. I just wish it was longer tbh. Nice easter egg achievements\t\t\t'],1,0,0,https://steamcommunity.com/id/D1ng0ateurbaby/,D1ng0TV,736,0,ENGLISH
1,8.1 hrs on record,October 8,0,0,['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tcalming\t\t\t'],1,0,0,https://steamcommunity.com/id/canaryfinch/,xanfelisa,,0,ENGLISH
1,3.5 hrs on record,September 15,0,0,"[""\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tThis is a very cute game that has some lovely subtle storytelling. I loved it a lot. It is VERY short though, as it only took me about 3 hours to complete (not 100% all achievements, but that wouldn't take long either). Might be worth waiting to get the game on sale if you don't feel it's worth 3-4 hours of gameplay. It is a good game though!\t\t\t""]",16,1,0,https://steamcommunity.com/id/amawhiterose/,ama_whiteroseTTV,169,0,ENGLISH
1,32.7 hrs on record,September 14,0,0,"[""\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\ti absolutely love this game. it became my comfort game tbh. i love how calming and pretty it is and the bgm hits hard too. i have a bit over 30 hours in this game because i just keep replaying it all the time. i very highly recommend getting it, it's definitely worth the price.\t\t\t""]",6,0,0,https://steamcommunity.com/id/valeninmilk/,valeninmilk,,1,ENGLISH
1,18.6 hrs on record,September 16,0,0,"[""\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tReally just a great little game overall. Not a super long game, you can finish the whole thing in maybe 6-12 hours or so, but it's actually fresh and lovely to re-play it (coming from someone who very rarely every re-plays games). Definitely worth the experience.\t\t\t""]",4,0,0,https://steamcommunity.com/profiles/76561198030744107/,eliollie,,0,ENGLISH
0,4.1 hrs on record,October 8,0,0,"[""\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tIt's too expensive for 4 hours playing. This game was relaxing and easy to play but it's too short. I was wished the game to update more content but it came out nothing. Anyway, If you want to play maybe wait until it's on sale.\t\t\t""]",1,0,0,https://steamcommunity.com/profiles/76561198201758725/,nattha,,0,ENGLISH
1,18.3 hrs on record,October 6,0,0,"[""\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tI've got 5 simultaneous save files going right now, and I finished the game once before I even bought it (played at a friend's house).It's so cozy! I hope the creators make a sequel!!!\t\t\t""]",1,0,0,https://steamcommunity.com/profiles/76561198363778194/,ThePenguin>:),,0,ENGLISH
1,1.7 hrs on record,September 24,0,0,['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tthis game stressed me out so much\t\t\t'],1,0,0,https://steamcommunity.com/id/laylapsu/,June 🌺,425,0,ENGLISH
1,8.2 hrs on record,September 20,0,0,"['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tcutest game ever, super relaxing ;3\t\t\t']",1,0,0,https://steamcommunity.com/profiles/76561199560009405/,toska,18,0,ENGLISH
1,11.1 hrs on record,September 15,0,0,"['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tjust play it, its worth the money\t\t\t']",1,0,0,https://steamcommunity.com/id/SquipStan/,SquipStan,,0,ENGLISH
1,82.0 hrs on record,September 11,0,0,"['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tQuite calming. Does get a bit frustrating when you cant find where to put something, but you always figure it our it the end. I would recommend.\t\t\t']",1,0,0,https://steamcommunity.com/profiles/76561199321122985/,ajthegreat779,,1,ENGLISH
1,2.9 hrs on record,September 16,0,0,"[""\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tIt is a fun game with a sweet little backstory. The game was enjoyable overall however, it became frustrating at times because of how restrictive it was with some items. I think it's best to purchase it when it's on sale.\t\t\t""]",3,0,0,https://steamcommunity.com/profiles/76561199456714486/,madistvr,,0,ENGLISH
1,9.2 hrs on record,September 26,0,0,"['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t⠀⠀⠀⠀⠀⢀⣤⡶⢶⣦⡀', '⠀⠀⠀⣴⡿⠟⠷⠆⣠⠋⠀⠀⠀⢸⣿', '⠀⠀⠀⣿⡄⠀⠀⠀⠈⠀⠀⠀⠀⣾⡿', '⠀⠀⠀⠹⣿⣦⡀⠀⠀⠀⠀⢀⣾⣿', '⠀⠀⠀⠀⠈⠻⣿⣷⣦⣀⣠⣾⡿ ㅤ', '⠀⠀⠀⠀⠀⠀⠀⠉⠻⢿⡿⠟', '⠀⠀⠀⠀⠀⠀⠀⠀⠀⡟⠀⠀⠀⢠⠏⡆⠀⠀⠀⠀⠀⢀⣀⣤⣤⣤⣀⡀', '⠀⠀⠀⠀⠀⡟⢦⡀⠇⠀⠀⣀⠞⠀⠀⠘⡀⢀⡠⠚⣉⠤⠂⠀⠀⠀⠈⠙⢦⡀', '⠀⠀⠀⠀⠀⡇⠀⠉⠒⠊⠁⠀⠀⠀⠀⠀⠘⢧⠔⣉⠤⠒⠒⠉⠉⠀⠀⠀⠀⠹⣆', '⠀⠀⠀⠀⠀⢰⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢻⠀⠀⣤⠶⠶⢶⡄⠀⠀⠀⠀⢹⡆', '⠀⣀⠤⠒⠒⢺⠒⠀⠀⠀⠀⠀⠀⠀⠀⠤⠊⠀⢸⠀⡿⠀⡀⠀⣀⡟⠀⠀⠀⠀⢸⡇', '⠈⠀⠀⣠⠴⠚⢯⡀⠐⠒⠚⠉⠀⢶⠂⠀⣀⠜⠀⢿⡀⠉⠚⠉⠀⠀⠀⠀⣠⠟', '⠀⠠⠊⠀⠀⠀⠀⠙⠂⣴⠒⠒⣲⢔⠉⠉⣹⣞⣉⣈⠿⢦⣀⣀⣀⣠⡴⠟\t\t\t']",1,0,0,https://steamcommunity.com/profiles/76561199177021631/,𝕭𝖑𝖊𝖘𝖘𝖞,,0,ENGLISH
1,13.9 hrs on record,September 25,0,0,"[""\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tI love this game so much, I'm hoping for a part 2!"", 'Unpacking tells so much with just objects and rooms. The story is beautiful, the art is amazing, the game is both relaxing and satisfying. It has replay potential (I\'ve played at least 4 times) because the objects you place do not have that ""one"" perfect place to put them. Every time I played a little differently and tried new things.', ""It's not challenging, but it's not trying to be. It allows the player to immerse themselves in a story and to just unpack a few things here and there. You can perfect it as much as you want or you can half-ass it a little (there are some constraints). It's a perfect game to enjoy for a few hours with a hot tea. The coziness-factor would land it a 10/10 in my book for sure."", ""As I said, I hope there's a second part, because I'd like to do this over and over and over again, just maybe with new things and new rooms.\t\t\t""]",2,0,0,https://steamcommunity.com/id/anniibunnii/,anniibunnii,,0,ENGLISH
1,6.7 hrs on record,September 23,0,0,"[""\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tI actually couldn't put the game down and 100% it all in a day. I do like organising irl so for me the gameplay was super satisfying. Honestly I was not expecting there to be a story (which is my fault for not retaining the description properly lol), I was fine with it just being an assortment of different levels with no story attached but it was so nice to follow; I got way more invested than I thought I was going to be."", ""It wasn't difficult to 100%, either, which is a nice, chill serotonin-hit if you're an avid achievement-hunter like myself ^-^"", ""Overall, no complaints. It's relatively short, though, especially if you're not going back in to find the secrets. So, grab it on sale if you're hesitant about the price. As a creative and someone who understands the game-dev process, however, the base price is worth it as it's a "", ' game.\t\t\t']",1,0,4,https://steamcommunity.com/id/petluva2/,Pet,145,0,ENGLISH
1,9.2 hrs on record,September 20,0,0,"[""\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tMost addicting and calming game i've probably every played. I wish it was longer, buut i love it so much that ive played it more than id like to admit. I do like that there are secret achievements and some are quite tricky to get. I would recommend if you like organizing!!!\t\t\t""]",2,0,0,https://steamcommunity.com/profiles/76561198273549509/,Daarkangel,18,0,ENGLISH
1,4.0 hrs on record,September 19,0,0,"['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tA really relaxing game with a really nice little story, definitely a must have for any cozy gamers out there\t\t\t']",2,0,0,https://steamcommunity.com/profiles/76561198092447727/,AngriestBear,,0,ENGLISH
0,3.6 hrs on record,October 7,0,0,"['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tCute and relaxing, not worth the money. Very short and easy to complete. You could finish the game in one afternoon.\t\t\t']",1,0,0,https://steamcommunity.com/profiles/76561199560821890/,StarrySquirr,,0,ENGLISH
0,3.8 hrs on record,September 24,0,0,"[""\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tPretty sure I got this from Humble Bundle, so I didn't pay a lot for it, but it's definitely not worth $20. This is a small cute $1 ASMR game at best."", ""It's not just about length. Nothing in this game really sticks to me, it doesn't have any really interesting gameplay, and the closest thing to a puzzle is putting one item in a slightly less obvious place."", ""The emotional story being told is one that really wants you to carry it yourself. The deepest part was when I noticed the protagonist and a certain other character had toothbrushes that couldn't share a cup. "", ""This is mostly a toy at the end of the day. A cute, fun toy with story taken at least somewhat seriously, but I can't justify the price, and the price I got it at simply isn't available anymore."", '""A Little to the Left"" might be worth looking at if you want this sort of thing, but I haven\'t play it so I can\'t say for sure.', ""(Of course I'm using ASMR wrong, but I think it gets the feeling across better than giving it a clinical description.)\t\t\t""]",1,0,0,https://steamcommunity.com/id/GoblinSquid/,GoblinSquid,,0,ENGLISH
1,0.3 hrs on record,October 3,0,0,['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tfun game :D\t\t\t'],0,0,0,https://steamcommunity.com/id/Lever_Boy/,Shadowlord,,2,ENGLISH
1,3.1 hrs on record,September 28,0,0,"['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tThis game is honestly SO beautiful. We learn so much about this woman and her partner through unpacking their lives into various homes, and the ending touched my heart.\t\t\t']",0,0,0,https://steamcommunity.com/profiles/76561198292259464/,MySanctuary,,0,ENGLISH
1,4.7 hrs on record,September 28,0,0,"['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tA cute, relaxing game with a relatable story.\t\t\t']",0,0,0,https://steamcommunity.com/id/TheValkyrieQueen/,TheValkyrieQueen,,0,ENGLISH
1,11.3 hrs on record,September 28,0,0,"['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tMost lovly and veryyy relaxing gameplay <3 ', 'Great soundtrack and beautiful art! ', 'Enjoyed and loved every minute of it<3\t\t\t']",0,0,0,https://steamcommunity.com/profiles/76561199384960793/,Evelyn,,0,ENGLISH
1,28.5 hrs on record,October 7,0,0,['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tgay jewish\t\t\t'],0,0,0,https://steamcommunity.com/profiles/76561199032046194/,BIG SPOON,,0,ENGLISH
0,8.1 hrs on record,September 16,0,0,"[""\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tIt's enjoyable, but WAY overpriced. There are similar games you can play for free online or on mobile that you'll get just as much enjoyment from. If it was half the price or had twice the content I'd be happy to recommend it.\t\t\t""]",3,0,0,https://steamcommunity.com/profiles/76561199146029033/,silly_sausage,279,0,ENGLISH
0,3.9 hrs on record,October 2,0,0,"['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tPROS:', '- the game is cute on a surface level', '- some of the mechanics are satisfying (such as not being able to close/open a door because something is in the way)', '- having to piece the story together yourself without being fed the narrative is a wonderful little detail', '- the achievements are engaging and creative for a game with such a simple premise', 'CONS:', '- the same one/two songs play over and over, and I eventually had to shut the music off so I could focus', '- the ""home decoration"" aspect of the game is a lie: if you place an item somewhere the game doesn\'t like, it will tell you your creativity is ""wrong"" and you have to correct it in order to progress (up to and including placing items inside drawers so you can\'t even see them) - one example was that I had placed the kitchen bottle of soap in the bathroom and vice versa, but wasn\'t given any indication that there was a difference, let alone what the difference was; another example is that I decided to place a spatula next to the pan on the stove and was told that was unacceptable', ""- maybe a bit of a lesser point, but the above issue led me to ask for a refund since I was mostly interested in the home decoration aspect of the game, and when I went to see what the original price was as I had forgotten, I was SHOCKED to see that it was $20 USD without tax. Even if the game worked as it is advertised, that is a frankly ridiculous price to ask for a game that's effectively a point-and-click lasting 3-4 hours and I really hope my past self got this on sale\t\t\t""]",1,0,0,https://steamcommunity.com/id/chillytiger/,ChillyTiger9807,166,0,ENGLISH
0,1.0 hrs on record,October 1,0,0,['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tyawn\t\t\t'],0,0,0,https://steamcommunity.com/profiles/76561198847250229/,dantheslurper,123,0,ENGLISH
1,5.5 hrs on record,October 1,0,0,"[""\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tdidn't even know this game had a story until i went through the missions again\t\t\t""]",0,0,0,https://steamcommunity.com/profiles/76561199388071510/,DEATHER0,365,0,ENGLISH
1,5.9 hrs on record,September 21,0,0,['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tshould include a warning that the woman is jewish and a lesbian\t\t\t'],0,0,0,https://steamcommunity.com/id/returnregret/,devil beater,236,0,ENGLISH
0,14.1 hrs on record,September 22,0,0,"['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tThe ending of the ""story"" was ridiculous. There should be some sort of warning if they\'re going to include stuff like that.\t\t\t']",3,0,0,https://steamcommunity.com/profiles/76561198084870540/,GeorgePattonIII,283,0,ENGLISH
1,5.4 hrs on record,October 11,0,0,['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tAbsolute masterclass in environmental storytelling. Darling to play!\t\t\t'],0,0,0,https://steamcommunity.com/profiles/76561198991967602/,danadaydream,,0,ENGLISH
1,6.9 hrs on record,October 10,0,0,"[""\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\twhile I do recommend this game, I also don't recommend it;"", ""it's cozy and relaxing. the music and sounds are chill. it got a bit of a nostalgic feel with the graphics as well, since it's similar to older games."", 'but the lack of order and logic, for example ""why is that ok and this not?"" is rubbing me the wrong way. and those boxes were packed really poorly... someone that move that much should know how to pack those boxes way better >:O', '.. personally I got pretty stressed out by the lack of order when unboxing. but it does feel pretty rewarding when finally done and having a structure that feel acceptable. ', 'the graphics did create a few problems when trying to identify certain objects though.\t\t\t']",0,0,0,https://steamcommunity.com/id/ZenosyX/,ZenosyX,,0,ENGLISH
1,4.5 hrs on record,October 10,0,0,['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tthis was a really sweet idea\t\t\t'],0,0,0,https://steamcommunity.com/id/GigiCuspis/,GigiCuspis,141,0,ENGLISH
1,5.5 hrs on record,October 10,0,0,"['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tVery cozy game, relaxing soundtrack, short but not so short, is simple to play but even with that it tells you the story of a girl, love it, no regrets after buying this title, would come back to play again and again\t\t\t']",0,0,0,https://steamcommunity.com/profiles/76561198872626920/,brendargc,5,0,ENGLISH
0,4.3 hrs on record,October 9,0,0,"[""\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tDon't get me wrong, it's great cozy game but not worth $$ for 4 hours...\t\t\t""]",0,0,0,https://steamcommunity.com/profiles/76561198125944303/,Hecky,155,0,ENGLISH
1,10.9 hrs on record,October 9,0,0,['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tLoved this game! I’ve played it multiple times lol\t\t\t'],0,0,0,https://steamcommunity.com/id/chlldsh/,chlldsh,,0,ENGLISH
1,14.0 hrs on record,October 9,0,0,['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tOrganization puzzle game without a time limit and endless right answers.  I wish there was more.\t\t\t'],0,0,0,https://steamcommunity.com/profiles/76561199788267066/,see0emily0play,,0,ENGLISH
1,3.3 hrs on record,October 9,0,0,"['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tOne of the most effective ""story through gameplay"" based games ever made! A minimalist and cozy triumph! A+\t\t\t']",0,0,0,https://steamcommunity.com/profiles/76561198014162523/,robertmfreeman,,0,ENGLISH
1,23.5 hrs on record,October 9,0,0,"[""\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\ti just really like decorating, it's a problem\t\t\t""]",0,0,0,https://steamcommunity.com/id/leonidss/,leonids,42,0,ENGLISH
1,9.7 hrs on record,October 9,0,0,"['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tvery good game, i was sad when it ended but it was worth it, i recommend playing this.\t\t\t']",0,0,0,https://steamcommunity.com/profiles/76561199517774605/,Shovel,,0,ENGLISH
1,4.4 hrs on record,October 9,0,0,['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tSuper cute\t\t\t'],0,0,0,https://steamcommunity.com/id/raniuszek/,Freyka,758,0,ENGLISH
1,2.8 hrs on record,October 9,0,0,"['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\ta lovely, heartfelt game with amazing pixel art.\t\t\t']",0,0,0,https://steamcommunity.com/id/kateblacks/,katerz,605,0,ENGLISH
1,8.5 hrs on record,October 9,0,0,"['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tA very cute, chilled out cozy game. Simple story telling throughout the chapter, wish it was more interactive regarding all the little details.\t\t\t']",0,0,0,https://steamcommunity.com/profiles/76561198127128643/,Sai91,,0,ENGLISH
1,29.5 hrs on record,October 8,0,0,['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tnice\t\t\t'],0,0,0,https://steamcommunity.com/profiles/76561199092972946/,ethot24,,0,ENGLISH
1,12.1 hrs on record,October 9,0,0,"[""\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tThis is exactly as it is advertised and is worth the hype. I wish the achievements were a bit clearer but they did make me have to play more than once which was not a bad time. The story is phenomenal and how it's told is so unique. Wonderful for cozy gamers for sure.\t\t\t""]",0,0,0,https://steamcommunity.com/id/exsixtwosix/,exsixtwosix,,0,ENGLISH
1,1.6 hrs on record,October 9,0,0,"['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tAfter a long and stressful day, this game helped level my anxiety. Smooth soundtrack, soft visuals, and just a low pressure game really is nice to end a day on. I do wish there was a little more freedom with where to place items, but I understand that that is part of the puzzle.\t\t\t']",0,0,0,https://steamcommunity.com/id/LoveAugustSky/,AugustSky,99,0,ENGLISH
1,3.9 hrs on record,October 8,0,0,['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tsome things need to be so specifically placed it drove me a little crazy but generally pretty chill and cutesie\t\t\t'],0,0,0,https://steamcommunity.com/profiles/76561199542480661/,vamp yuri,,0,ENGLISH
1,18.7 hrs on record,October 8,0,0,['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tGreat storytelling and incredibly relaxing. 10/10\t\t\t'],0,0,0,https://steamcommunity.com/profiles/76561198284917903/,hoppe254,,0,ENGLISH
1,7.0 hrs on record,October 8,0,0,['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\ti used this game to test my participants in my experimental psychology research for 2nd yr college :))\t\t\t'],0,0,0,https://steamcommunity.com/profiles/76561198799048350/,giancarlofermin8,,0,ENGLISH
1,6.0 hrs on record,October 8,0,0,['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tcozy!\t\t\t'],0,0,0,https://steamcommunity.com/id/xispo/,xispo,,0,ENGLISH
1,13.3 hrs on record,October 7,0,0,"['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tCan play this game for hours on end, again and again\t\t\t']",0,0,0,https://steamcommunity.com/profiles/76561198894247020/,𝒫𝑒𝒶𝒸𝒽 ★,,0,ENGLISH
1,2.9 hrs on record,October 7,0,0,"['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tsuper fun and relaxing game, honestly puts ur mind at ease with organising everything. also a super fun game to replay!! 10/10 would recommend ((:\t\t\t']",0,0,0,https://steamcommunity.com/id/ccyberfreak/,ccyberfreak,,0,ENGLISH
1,5.1 hrs on record,October 7,0,0,"['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tVery fun, cozy little game\t\t\t']",0,0,0,https://steamcommunity.com/id/0l34nd3r/,Cucktopus,,0,ENGLISH
1,12.6 hrs on record,October 6,0,0,['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tits so beautiful and simple\t\t\t'],0,0,0,https://steamcommunity.com/profiles/76561199542272633/,erinclare2007,,0,ENGLISH
1,9.4 hrs on record,October 6,0,0,['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tTHIS WAS PERFECT COZY GAME!! 10/10\t\t\t'],0,0,0,https://steamcommunity.com/id/andisolana/,andisolana,,0,ENGLISH
1,7.5 hrs on record,October 6,0,0,"[""\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tThis game has more than what meets the eyes. I started the game because I lowkey enjoy organizing spaces and I think I do have a bit of OCD so this was very satisfying. However, as I progressed I started to care for his girl, I started getting to know her, the things she liked, what was new in her house with every passing year (location to clean) and it's just crazy. "", 'She was a kid, went to college, moved on her own, moved with a boyfriend, realized she was a lesbian and moved in with her partner and then they got their own house WITH A KIDS ROOM. ', ""SHES JEWISH, IS A DESIGNER, WON A BUNCH OF AWARDS BECAUSE SHE CREATED A GRAPHIC BOOK FOR CHILDREN. She's more of a tomboy and her lover Susan (yes, I gave her a name) is more on the girly side. They like to read, A LOT, and they are into gaming as well. I think Susan plays the ukulele too and brought so many cute trinkets with her. Also, they are weirdly into chickens?"", 'ANYWAYSSSSSSSSSSSSS -> AMAZING GAME, I LITERALLY CRIED AND FEEL EMPTY NOW THAT IS OVER. I NEED A PART 2. Thank you very much.\t\t\t']",0,0,0,https://steamcommunity.com/profiles/76561199779353091/,aliterarylegend,,0,ENGLISH
1,7.4 hrs on record,October 6,0,0,"[""\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tThis game is so satisfying and am made me lose so many hours. I've played for almost 6 hours and I'm already restarting. The game itself is nice to play when your stressed or anxious. Download it.\t\t\t""]",0,0,0,https://steamcommunity.com/profiles/76561199724418808/,jade.driskill62,,0,ENGLISH
1,18.0 hrs on record,October 6,0,0,['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\trelaxing\t\t\t'],0,0,0,https://steamcommunity.com/profiles/76561199650915315/,sassycat,,0,ENGLISH
1,6.9 hrs on record,October 6,0,0,['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\ti like this gzme\t\t\t'],0,0,0,https://steamcommunity.com/profiles/76561199133548306/,dilfrepellent,,0,ENGLISH
1,3.4 hrs on record,October 5,0,0,['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tSuch a relaxing game. Great way to spend a quiet afternoon.\t\t\t'],0,0,0,https://steamcommunity.com/profiles/76561199003419153/,EpicExcelGuru,,0,ENGLISH
1,1.2 hrs on record,October 4,0,0,"['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\twow, good game *0*\t\t\t']",0,0,1,https://steamcommunity.com/profiles/76561198345227793/,Hisoka,,0,ENGLISH
1,7.3 hrs on record,October 4,0,0,['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tthis game helped me more than a therapist ever did\t\t\t'],0,0,0,https://steamcommunity.com/id/kyaerith/,aerith,25,0,ENGLISH
